,id,instituicao,Programa,mun,titulo,autor,Defesa,biblioteca,grauAcademico,link
1308,2010532018010002P0,Universidade Federal de São João del-Rei,TEORIA LITERARIA E CRITICA DA CULTURA,SÃO JOÃO DEL REI,DOIS LADOS DA MESMA VIAGEM: A MINEIRIDADE E O CLUBE DA ESQUINA,Rafael Senra Coelho,2010-12-01,UFSJ,Mestrado,
1309,20102241008014001P7,UNIVERSIDADE DO SUL DE SANTA CATARINA,CIÊNCIAS DA LINGUAGEM,Tubarão,"O político nos filmes A Novembrada e Cruz e Sousa, o Poeta do Desterro: uma análise discursiva",Lúcio Flávio Giovanella,2010-12-01,Universidade do Sul de Santa Catarina,Mestrado,
1310,107275,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,LETRAS,Pau dos Ferros,Relatos de guerrilheiros do Araguaia: movimentos da memória e efeitos de sentido,FRANCISCO CANINDE TINOCO DE LUNA,2013-02-15,UERN/BC CDD 401.41,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=107275
1311,20091133002010112P2,UNIVERSIDADE DE SÃO PAULO,LETRAS (TEORIA LITERÁRIA E LITERATURA COMPARADA),São Paulo,Serpente em espiral (o movimento do erotismo em avalovara).,Fabiola Bertolini de Moura,2009-08-01,Florestan Fernandes,Mestrado,
1312,20091822001018018P9,UNIVERSIDADE FEDERAL DO CEARÁ,LETRAS,FORTALEZA,"Indivíduo, história e sociedade em O Ovo Apunhalado de Caio Fernando Abreu",Andréia da Silva Carneiro,2009-12-01,Biblioteca de Ciências Humanas - UFC,Mestrado,
1313,20098433005010006P0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,CIÊNCIAS SOCIAIS,SÃO PAULO,Elis Regina: uma interpretação do Brasil,Gislene Dia Robilotta,2009-10-01,PUC/SP,Mestrado,
1314,2009442009014005P1,Fundação Universidade de Passo Fundo,LETRAS,Passo Fundo,Análise dialógica e argumentativa de letras de músicas de Chico Buarque,Silvane Costenaro,2009-03-01,Biblioteca Central da Universidade de Passo Fundo,Mestrado,
1315,20083724001015001P4,UNIVERSIDADE FEDERAL DA PARAÍBA/JOÃO PESSOA,EDUCAÇÃO,JOÃO PESSOA,O ensino de história e os movimentos sociais: Práticas de história local nos assentamentos do Conde,Israel Soares de Sousa,2008-12-01,Biblioteca do CE/Bilioteca da UFPB,Mestrado,
1316,2008111001011003P0,UNIVERSIDADE FEDERAL DO ACRE,LETRAS- LINGUAGEM E IDENTIDADE,RIO BRANCO,Teatro das cores: verdevagomundo e as novas propostas estéticas do romance amazônico,Adriana Delgado Santelli,2008-02-01,UFAC,Mestrado,
1317,20081631001017066P9,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,SERVIÇO SOCIAL,RIO DE JANEIRO,Instituições de Defesa dos Direitos Humanos: entre a resistência e a execução de projetos governamentais.,ADRIANA SOARES DUTRA,2008-08-01,CFCH,Mestrado,
1318,2008831005012029P1,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,Comunicação,Rio de Janeiro,Eduardo Coutinho: Jogo de Memória Uma análise do filme O fim e o princípio,Fernando Henrique de Meneses Oliveira Filho,2008-03-01,Biblioteca Central,Mestrado,
1319,200523833004072013P0,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/FRANCA,HISTÓRIA,Franca,INTELECTUAIS E MODERNIZAÇÃO: O PENSAMENTO POLÍTICO DE JOSÉ GUILHERME MERQUIOR,Milton Andreza dos Reis,2005-06-01,FHDSS - UNESP - Franca,Mestrado,
1320,200540633005010001P9,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,"EDUCAÇÃO: HISTÓRIA, POLÍTICA, SOCIEDADE",SÃO PAULO,Conteúdo pedagógico da História Como Disciplina Escolar; Exercìcios Propostos por Livros Didáticos de 5ª a 8ª série,Marilu de Freitas Faricelli,2005-02-01,Biblioteca da PUC/SP,Mestrado,
1321,200531341001010004P5,UNIVERSIDADE FEDERAL DE SANTA CATARINA,HISTÓRIA,FLORIANÓPOLIS,"DOMUS DEI ET PORTA COELI. Educação, controle, construção do corpo e da alma: o Seminário de Azambuja entre as décadas de 1960 e 1980.",Altamiro Antônio Kretzer,2005-12-01,Biblioteca Central da UFSC,Mestrado,
1322,19961742002010001P5,UNIVERSIDADE FEDERAL DE SANTA MARIA,EDUCACAO,SANTA MARIA,"""A PROBLEMÁTICA DO COTIDIANO NA EDUCAÇÃO POPULAR: NOTAS PARA UMA HISTÓRIA DA FASE TOCANTINS (1976-1979).""",Humberto Rocha Cunha,1996-10-01,UFSM,Mestrado,
1323,819226,UNIVERSIDADE ESTADUAL DE LONDRINA,LETRAS,Londrina,LITERATURA ESPETACULAR E VIOLÊNCIA: O TEATRO-FICÇÃO DE SÉRGIO SANTANNA,ANDERSON POSSANI GONGORA,2014-04-24,BIBLIOTECA DA UNIVERSIDADE ESTADUAL DE LONDRINA,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=819226
1324,200386833002010001P6,UNIVERSIDADE DE SÃO PAULO,EDUCAÇÃO,São Paulo,"Quando a Teoria Inventa a Prática - os Discursos de ""Renovação"" Frente ao ""Ensino Tradicional"" de História. ",Mauricio Liberal Augusto,2003-08-01,FEUSP,Mestrado,
1325,20064322001018001P9,UNIVERSIDADE FEDERAL DO CEARÁ,EDUCAÇÃO,FORTALEZA,A reforma lei 5692/71: seus reflexos na educação cearense.,JEIMES MAZZA CORREIA LIMA,2006-09-01,HUMANIDADES - UFC,Mestrado,
1326,20063531032010002P6,UNIVERSIDADE CÂNDIDO MENDES,DIREITO,Rio de Janeiro,A Acumulação do Poder Punitivo no Brasil,André Magalhães Barros,2006-12-01,Biblioteca Central da Universidade Candido Mendes,Mestrado,
1327,2006233005010001P9,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,"EDUCAÇÃO: HISTÓRIA, POLÍTICA, SOCIEDADE",SÃO PAULO,A Reforma Universitária e a Universidade de São Paulo - Década de 1960,Macioniro Celeste Filho,2006-08-01,PUC/SP,Doutorado,
1328,20062241001010004P5,UNIVERSIDADE FEDERAL DE SANTA CATARINA,HISTÓRIA,FLORIANÓPOLIS,A posição política da Igreja Presbiteriana do Brasil (IPB) nos anos de chumbo (1964-1985).,Eduardo Guilherme de Moura Paegle,2006-01-01,Biblioteca Central da UFSC,Mestrado,
1329,20081430001013017P5,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,HISTÓRIA,VITÓRIA,"As Duas Faces do Espelho: O Rio de Janeiro como reflexo do
Brasil.
Políticas de Segurança  1987-2000.",Washington Siqueira,2008-12-01,Biblioteca Central da Universidade Federal do Espírito Santo,Mestrado,
1330,20081932006012003P1,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,EDUCAÇÃO,UBERLÂNDIA,Educação de Jovens e Adultos : as ações do MOBRAL no Município de Patos de Minas/MG (1970-1980),Leni Rodrigues Coelho,2008-02-01,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,Mestrado,
1331,20083333004030017P7,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/ARARAQUARA,SOCIOLOGIA,Araraquara,A formação do Partido dos Trabalhadores em São José dos Campos/SP (1980-1985),Rosa Maria Scaquetti Pinto,2008-11-01,Faculdade de Ciências e Letras,Mestrado,
1332,20082733005010027P8,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,HISTÓRIA DA CIÊNCIA,SÃO PAULO,O Brasil em busca do domínio da tecnologia aeroespacial,VIVIAN SCATOLIN,2008-10-01,puc sp,Mestrado,
1333,20081533004153015P2,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/SJR. PRETO,LETRAS,São José do Rio Pret,"A literatura pop de Roberto Drummond : arte pop, referencialidade e ficção",SILVIA DE CÁSSIA RODRIGUES DAMACENA DE OLIVEIRA,2008-07-01,IBILCE-UNESP,Doutorado,
1334,20082640002012015P7,UNIVERSIDADE ESTADUAL DE LONDRINA,EDUCAÇÃO,LONDRINA,Construindo discursos e compartilhando memórias: a década de 70 e a formação de professores de História na Universidade Estadual de Londrina. 2008,ROBERTO CÉSAR DE ANDRADE,2008-11-01,BIBLIOTECA CENTRAL BIBLIOTECA DIGITAL DA UEL,Mestrado,
1335,5316151,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,HISTÓRIA SOCIAL,Rio de Janeiro,Sobre habitação popular e a política remocionista no Rio de Janeiro de Carlos Lacerda,MARCELA REBELLO MARTINS,2017-07-12,Biblioteca Marina São Paulo de Vasconcellos - Instituto de Filosofia e Ciências Sociais do Instituto de Filosofia e Ciências Sociais,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5316151
1336,5151600,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PSICOLOGIA (PSICOLOGIA CLÍNICA),São Paulo,Cartografias da aridez: um experimento de escrita clínica,LUCIANA DE ASSIS FONSECA TONELLI,2017-02-01,PUC/SP,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5151600
1337,5006493,UNIVERSIDADE FEDERAL DE SÃO CARLOS,SOCIOLOGIA,São Carlos,DO OUTRO LADO DO ALTAR: PADRES CASADOS E MILITÂNCIA CATÓLICA,MARCELO FERNANDES BRENTAN,2017-03-07,Biblioteca Comunitária da UFSCar,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5006493
1338,20082231004016024P3,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,HISTÓRIA,RIO DE JANEIRO,A Imagem da Nação: Cinema e Identidade Cultural no Brasil (1960-1990),Eduardo Antonio Lucas Parga,2008-12-01,CCS-A,Doutorado,
1339,2008533017018001P0,UNIVERSIDADE METODISTA DE SÃO PAULO,CIÊNCIAS DA RELIGIÃO,São Bernardo do Camp,Herdeiros de uma tradição: Uma investigação dos fundamentos teológico-ideológicos do conservadorismo metodista na crise da década de sessenta.,DANIEL AUGUSTO SCHMIDT,2008-06-01,UMESP,Mestrado,
1340,20094228001010022P6,UNIVERSIDADE FEDERAL DA BAHIA,HISTÓRIA,SALVADOR,"""Cinema é mais do que filme"": uma história do cinema baiano através das Jornadas de Cinema da Bahia nos anos 70",Izabel de Fátima Cruz Melo,2009-07-01,Bib. Isaías Alves,Mestrado,
1341,2009631001017072P9,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,MÚSICA,RIO DE JANEIRO,As flores vencendo os canhões: festivais e canções de protesto,ERIKA SOARES AUGUSTO,2009-08-20,Biblioteca Alberto Nepomuceno - Escola de Música da UFRJ,Mestrado,
1342,20093631004016013P1,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,PSICOLOGIA SOCIAL,RIO DE JANEIRO,OS FILHOS DA CAUSA,Marcelo Henrique da Costa,2009-09-01,UERJ,Doutorado,
1343,20094431004016004P2,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,SAÚDE COLETIVA,RIO DE JANEIRO,"Corpo, Subjetividade e Política: o ideário libertário das décadas de 60 e 70 em uma revista de jornalismo da psicologia",Pedro de Oliveira Schprejer,2009-04-01,CBC,Mestrado,
1344,2009833005010009P0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,CIÊNCIAS DA RELIGIÃO,SÃO PAULO,O papel político da imprensa batista: o Batista Paulistano e os governos de Jânio a Médici,Elias Bernardo de Brito Júnior,2009-06-01,PUC/SP,Mestrado,
1345,20091642001013033P4,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,CIÊNCIA  POLÍTICA,PORTO ALEGRE,Neoliberalismo : conceito e influências no Brasil - de Sarney a FHC,RAMAIS DE CASTRO SILVEIRA,2009-03-01,BSCSH,Mestrado,
1346,2011328001010022P6,UNIVERSIDADE FEDERAL DA BAHIA,HISTÓRIA,SALVADOR,Descaminhos do trem: As ferrovias na Bahia e o caso do trem da grota (1912-1976),Aloísio Santos da Cunha,2011-06-01,BIBLIOTECA ISAIAS ALVES (SETORIAL FFCH/UFBA),Mestrado,
1347,2011331021018002P4,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,MEMÓRIA SOCIAL,RIO DE JANEIRO,"Museu de folclore Edson Carneiro: Poder, resistência e tensões na construção da memória da cultura popular brasileira",Vânia Dolores Estevam Oliveira,2011-06-01,UNIRIO,Doutorado,
1348,20111240015017007P5,Universidade Estadual do Oeste do Paraná,"HISTÓRIA, PODER E PRÁTICAS SOCIAIS",Cascavel,POEIRA X UNICON: CONFRONTOS E CONTRAPONTOS ENTRE EXPROPRIADOS E ITAIPU.,Milena Costa Mascarenhas,2011-08-01,unioeste - Campus de Marechal Cândido Rondon,Mestrado,
1349,20076131003010005P6,UNIVERSIDADE FEDERAL FLUMINENSE,HISTÓRIA,NITERÓI,A formação do PT na Baixada Fluminense: um estudo sobre Nova Iguaçu e Duque de Caxias,Jefte da Mata Pinheiro Júnior,2007-09-01,Biblioteca Central do Gragoatá - UFF,Mestrado,
1350,20071831005012022P7,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,Letras,Rio de Janeiro,Umas histórias outras de João Goulart: a construção de um personagem no teatro da política brasileira,Anna Lee Rosa de Freitas,2007-03-01,Biblioteca Central,Mestrado,
1351,20072033002010039P3,UNIVERSIDADE DE SÃO PAULO,PSICOLOGIA CLÍNICA,São Paulo,"O exílio: vicissitudes do luto, reflexões sobre o exílio político dos argentinos (1976-1983)",Sandra Letícia Berta,2007-12-01,Instituto de Psicologia da Universidade de São Paulo,Mestrado,
1352,20073036833003017031P9,UNIVERSIDADE ESTADUAL DE CAMPINAS,TEORIA E HISTÓRIA LITERÁRIA,CAMPINAS,"Poesia Marginal e a Antologia ""26 Poetas Hoje"": Debates da  Crítica Antes e Depois de 1976.",Fernanda Felix Litron,2007-12-01,Biblioteca Central,Mestrado,
1353,2007433024014015P3,UNIVERSIDADE PRESBITERIANA MACKENZIE,LETRAS,São Paulo,Uma releitura da história por meio da análise das charges no governo militar.,Ana Cristina Bornhausen Cardoso,2007-08-01,Bilbioteca  George Alexander,Mestrado,
1354,2007753001010019P6,UNIVERSIDADE DE BRASÍLIA,COMUNICAÇÃO,BRASÍLIA,O jornalismo nos limites da liberdade: Um estudo da cobertura da imprensa sobre os casos dos religiosos acusados de praticar atividades subversivas durante o regime militar.,Eliane Muniz Lacerda,2007-04-01,UnB,Mestrado,
1355,105753,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/SJR. PRETO,LETRAS,São José do Rio Preto,"As representações da mulher em As meninas, de Lygia Fagundes Telles",NARA GONCALVES OLIANI,2013-02-28,IBILCE-UNESP,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=105753
1356,101816,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,LINGÜÍSTICA E LETRAS,Porto Alegre,A Morte veio visitar meu avô e esqueceu quem ela era,MOEMA VILELA PEREIRA,2013-01-29,Biblioteca Central da PUCRS,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=101816
1357,2010122001018024P9,UNIVERSIDADE FEDERAL DO CEARÁ,LINGÜÍSTICA,FORTALEZA,A ruptura da narratividade tradicional nas cenas enunciativas das canções do tropicalismo,Cristiane Alves Silva,2010-08-01,Ciências Humanas,Mestrado,
1358,20102233017018007P8,UNIVERSIDADE METODISTA DE SÃO PAULO,EDUCAÇÃO,São Bernardo do Camp,Trajetória de alunos do PROUNI no contexto da expansão e democratização do ensino superior no Brasil,Raimundo Nonato da Silva Filho,2010-04-01,Dr. Jalmar Bowden - UMESP,Mestrado,
1359,2010541002016005P4,UNIVERSIDADE DO ESTADO DE SANTA CATARINA,TEATRO,FLORIANÓPOLIS,"A DINÂMICA DA PRODUÇÃO TEATRAL DE RUTH ESCOBAR:ENTRE ESTÉTICA E PODER, ARTE E RESISTÊNCIA",Eder Sumariva Rodrigues,2010-09-01,Central UDESC,Mestrado,
1360,2010531005012020P4,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,Direito,Rio de Janeiro,"CONSTITUIÇÃO, SEGURANÇA PÚBLICA E ESTADO DE EXCEÇÃO PERMANENTE: A BIOPOLÍTICA DOS AUTOS DE RESISTÊNCIA",Taiguara Libano Soares e Souza,2010-10-01,Biblioteca Central,Mestrado,
1361,20024832005016007P0,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,EDUCAÇÃO,JUIZ DE FORA,Reflexão hitórica sobre o movimento da Matemática Moderna em Juiz de Fora,Ana Maria Stephan,2002-01-01,Biblioteca Central e da FACED,Mestrado,
1362,200246942001013001P5,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,EDUCAÇÃO,PORTO ALEGRE,"AMACIANDO A TERRA -  O PROJETO CASULO: UM ESTUDO SOBRE A POLÍTICA EDUCACIONAL DOS PROJETOS DE COLONIZAÇÃO DO NORTE DE MATO GROSSO. 
",ODIMAR JOÃO PERIPOLLI,2002-02-01,BIBLIOTECA SETORIAL DE EDUCAÇÃO,Mestrado,
1363,20029552001016004P2,UNIVERSIDADE FEDERAL DE GOIÁS,LETRAS E LINGUÍSTICA,GOIÂNIA,História e revisão crítica na ficção de Almeida Faria: duas perspectivas teóricas,Kyldes Batista Vicente,2002-04-01,Biblioteca Central da UFG,Mestrado,
1364,20081933002010110P0,UNIVERSIDADE DE SÃO PAULO,LITERATURA BRASILEIRA,São Paulo,"O contexto autoritário em notas de Manfredo Rangel, repórter, de Sérgio Sant'Anna",Carlos Vinicius Veneziani dos Santos,2008-10-01,Biblioteca Florestan Fernandes (FFLCH/USP),Mestrado,
1365,2008631001017020P9,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,SOCIOLOGIA E ANTROPOLOGIA,RIO DE JANEIRO,"Direito e Profissões Jurídicas no Brasil após 1988: expansão, competição, identidades e desigualdades.",ANDRÉ FILIPE PEREIRA REID DOS SANTOS,2008-08-01,"IFCS, SIBI",Doutorado,
1366,2007821001014008P0,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,LETRAS,Teresina,"A DIALÉTICA DO PODER NA RELAÇÃO ENTRE RESISTÊNCIA E REPRESSÃO NA OBRA OS QUE BEBEM COMO OS CÃES, DE ASSIS BRASIL.",SORAYA DE MELO BARBOSA SOUSA,2007-03-01,BIBLIOTECA COMUNITÁRIA JORNALISTA CARLOS CASTELO BRANCO,Mestrado,
1367,5699513,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,ARTES,Rio de Janeiro,"Caminhos Atlânticos, Cartas de Terras Insondáveis: vagar, escutar, fabular.",LEANDRA DUARTE LAMBERT SOARES,2017-06-27,undefined,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5699513
1368,20055333121010001P4,CENTRO UNIVERSITÁRIO ASSUNCÃO,TEOLOGIA,SÃO PAULO,A Igreja Católica e os Excluídos no Brasil na década de 1980: Características de uma eclesiologia da libertação segundo Leonardo Boff,José Aparecido Cassiano,2005-08-01,Biblioteca Teológica Dom José Gaspar,Mestrado,
1369,20063422001018001P9,UNIVERSIDADE FEDERAL DO CEARÁ,EDUCAÇÃO,FORTALEZA,"REESTRUTURAÇÃO PRODUTIVA E QUALIFICAÇÃO PROFISSIONAL: HISTÓRIA, CAMINHOS E O PAPEL DA EDUCAÇÃO NO BANCO DO BRASIL.",ARI FEIJÓ BEZERRA,2006-09-01,HUMANIDADES - UFC,Mestrado,
1370,20061922001018008P3,UNIVERSIDADE FEDERAL DO CEARÁ,SOCIOLOGIA,FORTALEZA,O Preço do Passado: Anistia e Reparação de Perseguidos Políticos no Brasil,Danyelle Nilin Gonçalves,2006-10-01,Biblioteca de Humanidades,Doutorado,
1371,2006128001010017P2,UNIVERSIDADE FEDERAL DA BAHIA,LETRAS E LINGÜÍSTICA,SALVADOR,A religiosidade na obra do intelectual Herberto Sales,Andréa Beatriz Hack,2006-03-01,Biblioteca Central Reitor Macêdo Costa,Mestrado,
1372,20062133002010032P9,UNIVERSIDADE DE SÃO PAULO,HISTÓRIA SOCIAL,São Paulo,Cacilda Becker: política como exercício da liberdade (1958-1964),Joceley Vieira de Souza,2006-07-01,SBD / CAPH,Mestrado,
1373,20061133002010096P7,UNIVERSIDADE DE SÃO PAULO,CIÊNCIAS DA COMUNICAÇÃO,São Paulo,Rainha Diaba e Madame Satã - representações da violência e marginalidade social no cienema brasileiro,TATIANA SIGNORELLI HEISE,2006-03-01,Biblioteca da ECA/USP,Mestrado,
1374,20062733005010010P8,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,HISTÓRIA,SÃO PAULO,A Construção Poética das Formas: reflexões sobre as concepções artísticas e políticas de vila nova artigas (1945-1969),PATRÍCIA SADAIKE,2006-06-01,PUC/SP,Mestrado,
1375,1852787,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,CIÊNCIAS DA LINGUAGEM,Recife,Uma Análise Discursiva Das Mulheres De/Em Chico Buarque,GRACE TERRA SANTOS AGRA,2014-12-01,undefined,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1852787
1376,20063333004030017P7,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/ARARAQUARA,SOCIOLOGIA,Araraquara,Os subterrâneos do poder: corrupção e instituições de controle no Estado do Ceará,Roberto José Siebra Maia,2006-02-01,Faculdade de Ciências e Letras - Campus de Araraquara,Doutorado,
1377,2007330001013017P5,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,HISTÓRIA,VITÓRIA,Comunidades Eclesiais de Base na História Social da Igreja: Cariacica (1973-1989).,Fabiane Machado Barbosa,2007-12-01,Biblioteca Central da Universidade Federal do Espírito Santo,Mestrado,
1378,20073931001017060P0,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,ENFERMAGEM,RIO DE JANEIRO,A jornada de trinta horas para enfermeiros: o caso do Hospital Doutor Dório Silva,MARIA CARLOTA DE REZENDE COELHO,2007-06-01,Bibliotecas: Setorial de Pós-graduação/ EEAN e ABEn-Nacional,Mestrado,
1379,20072631021018003P0,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,TEATRO,RIO DE JANEIRO,DOSSIÊ DO TEATRO CAPIXABA NA DÉCADA DE 70 DO SÉCULO XX,Geovane Leonardo Santos Braga,2007-05-01,Ssetorial da UNIRIO,Mestrado,
1380,20071532005016010P1,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,HISTÓRIA,JUIZ DE FORA,A serviço da vida: a influência da Igreja Católica na formação do Movimento Nacional de Defesa dos Direitos Humanos (1982-1986),Juliana Pinto Carvalhal,2007-09-01,UFJF,Mestrado,
1381,20072442024013002P4,UNIV. REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL,EDUCAÇÃO NAS CIÊNCIAS,IJUÍ,Universidade contemporânea: do conflito de concepções à crise da categoria,Daniel Ruwer,2007-07-01,Mario Osorio Marques,Mestrado,
1382,20121222003010020P6,UNIVERSIDADE ESTADUAL DO CEARÁ,HISTÓRIA E CULTURAS,FORTALEZA,"O FAZER MUSICAL DE RODGER ROGÉRIO: 
O SINGULAR E O PLURAL DO PESSOAL DO CEARÁ",Jordianne Moreira Guedes,2012-12-01,CENTRAL,Mestrado,
1383,20122923001011013P0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,ESTUDOS DA LINGUAGEM,NATAL,"Politica, Cancao e Teatro: o conto Aqueles Dois de Caio Fernando Abreu reverberando no cotidiano brasileiro",Antonio Peterson Nogueira do Vale,2012-04-01,Biblioteca Central Zila Mamede,Mestrado,
1384,20122633001014001P0,UNIVERSIDADE FEDERAL DE SÃO CARLOS,EDUCAÇÃO,SÃO CARLOS,APROPRIAÇÕES DA NOÇÃO DE GESTÃO DEMOCRÁTICA NO GOVERNO FERNANDO HENRIQUE CARSOSO (1995-2002).,Elen de Cassia Afonso,2012-03-01, Biblioteca Digital de Teses e Dissertações - BCo/UFSCar,Mestrado,
1385,20122732008015005P7,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,DIREITO,Belo Horizonte,JUSTIÇA DE TRANSIÇÃO: Análise sobre a efetivação da Justiça Histórica e Criminal no Brasil.,Eduardo Loureiro Lemos,2012-05-01,PUC MINAS,Mestrado,
1386,20043931004016028P9,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,SERVIÇO SOCIAL,RIO DE JANEIRO,O Desafio da Desinstitucionalização no contexto de Políticas Neoliberais: um estudo sobre a implantação de Serviço Residencial Público em Saúde Mental.,Verônica de Oliveira Gomes,2004-06-01,CEDOM,Mestrado,
1387,20092231001017023P8,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,HISTÓRIA SOCIAL,RIO DE JANEIRO,COMISSÃO ESPECIAL DE INDENIZAÇÃO A EX-PRESOS POLÍTICOS DO ESTADO DO RIO GRANDE DO SUL: SIGNIFICADOS E PERFIL DOS ATINGIDOS,EVELISE ZIMMER NEVES,2009-04-01,IFCS,Mestrado,
